text,emotion
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯑꯣ,angry
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,lonely
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ,sad
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯍꯥꯏ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯗꯨ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ,happy
ꯍꯧꯖꯤꯛ ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯣ,happy
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯈꯣꯡꯅꯔꯤ,lonely
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯑꯗꯨ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯑꯣ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯣꯡꯅꯔꯤ,sad
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯣ,sad
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯑꯃꯨꯛꯇ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ ꯍꯥꯏ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯑꯗꯨ,lonely
ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯈꯣꯡꯅꯔꯤ,lonely
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯣ,excited
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯑꯗꯨ,lonely
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯣ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯣꯡꯃꯥꯏ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ,sad
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯑꯣꯏꯕ ꯑꯣꯏꯔꯤ,proud
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯑꯗꯨ,excited
ꯑꯩ ꯅꯣꯡꯃꯥꯏ ꯑꯗꯨ,tired
ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ,angry
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯍꯥꯏ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯈꯣꯡꯅꯔꯤ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ,happy
ꯑꯩ ꯌꯥꯝꯅ ꯄꯥꯛꯅꯔꯤ ꯑꯗꯨ,angry
ꯍꯧꯖꯤꯛ ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯥꯡꯍꯟꯂꯤ,angry
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯃꯥꯡꯂꯤ ꯑꯣ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯍꯥꯏ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯑꯥꯡꯉꯥꯡ ꯇꯧꯔꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ,sad
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯍꯧꯖꯤꯛ ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯑꯗꯨ,lonely
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯣ,excited
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯃꯥꯡꯂꯤ,fear
ꯑꯩ ꯑꯣꯏꯅ ꯁꯨꯡꯂꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯑꯗꯨ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ,excited
ꯑꯩ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,happy
ꯍꯧꯖꯤꯛ ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯣ,excited
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯣ,angry
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯣ,proud
ꯃꯁꯤ ꯌꯥꯝꯅ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯍꯥꯏ,lonely
ꯑꯩ ꯃꯥꯡꯂꯤ ꯑꯗꯨ,fear
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯂꯥꯛꯂꯕꯗ ꯊꯥꯛꯂꯤ ꯍꯥꯏ,tired
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯍꯥꯏ,fear
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ ꯑꯗꯨ,happy
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ ꯑꯗꯨ,happy
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ,lonely
ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ ꯑꯗꯨ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯆꯠꯅ ꯉꯝꯗ꯭ꯔꯤ,fear
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ,angry
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ,proud
ꯍꯧꯖꯤꯛ ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ,angry
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯇꯣꯞꯄ ꯍꯥꯏꯔꯤ,fear
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
ꯑꯩ ꯑꯦꯛꯂꯧ ꯂꯩꯔꯤ ꯍꯥꯏ,lonely
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,happy
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯑꯣ,happy
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯑꯩ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯑꯣ,sad
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯍꯥꯏ,calm
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯑꯣ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ,excited
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯍꯧꯖꯤꯛ ꯑꯩ ꯌꯥꯝꯅ ꯅꯨꯡꯉꯥꯏꯔꯤ,happy
ꯍꯧꯖꯤꯛ ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ,sad
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ,excited
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯗꯨ,angry
ꯑꯩ ꯄꯥꯝꯂꯤ,proud
ꯃꯍꯥꯛꯅ ꯑꯩꯕꯨ ꯑꯁꯤ ꯇꯧꯔꯤ ꯑꯣ,angry
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯈꯨꯗꯣꯡꯆꯥꯕꯅꯤ,angry
ꯑꯩ ꯐ꯭ꯔꯤꯕ ꯐꯪꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ ꯍꯥꯏ,angry
ꯑꯩ ꯃꯥꯡꯂꯤ,fear
ꯑꯩ ꯋꯥꯔꯦꯞ ꯂꯩꯔꯤ ꯑꯗꯨ,excited
ꯍꯧꯖꯤꯛ ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯍꯧꯖꯤꯛ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯗꯨ,surprise
ꯑꯩ ꯃꯥꯡꯂꯤ,fear
ꯑꯩ ꯌꯦꯡꯂꯕꯗ ꯑꯉꯥꯡꯕꯅꯤ ꯑꯣ,surprise
ꯑꯩ ꯈꯣꯡꯅꯔꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ ꯑꯣ,excited
ꯑꯩ ꯄꯥꯝꯂꯤ ꯑꯗꯨ,proud
ꯑꯩ ꯃꯆꯥ ꯂꯩꯇꯦ,lonely
ꯑꯩ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ,surprise
ꯑꯩ ꯊꯧꯔꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ,calm
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯃꯥꯡ ꯊꯥꯛꯂꯤ,tired
ꯑꯩ ꯑꯍꯥꯅꯕ ꯐꯪꯂꯤ,excited
ꯃꯍꯥꯛ ꯑꯗꯨ ꯍꯥꯏꯔꯤ ꯑꯣ,fear
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯅ ꯄꯥꯝꯂꯤ,proud
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯣ,tired
ꯑꯩ ꯍꯧꯖꯤꯛ ꯋꯥꯔꯦꯞ ꯇꯧꯔꯤ,excited
ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,happy
ꯑꯩ ꯃꯄꯥꯟ ꯐꯪꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯇꯥꯝꯅ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯍꯧꯖꯤꯛ ꯑꯩ ꯃꯤꯇ ꯄꯥꯛꯈꯤ,angry
ꯑꯩ ꯅꯤꯡꯇꯝ ꯇꯧꯔꯤ ꯍꯥꯏ,sad
ꯑꯩ ꯊꯥꯛꯂꯤ ꯑꯗꯨ,tired
ꯑꯩ ꯄꯥꯝꯂꯤ ꯍꯥꯏ,proud
ꯑꯩ ꯌꯥꯝꯅ ꯁꯨꯡꯅꯤ ꯑꯗꯨ,sad
ꯑꯩ ꯃꯤ ꯂꯩꯇꯦ ꯍꯥꯏ,lonely
ꯑꯩ ꯅꯨꯡꯉꯥꯏꯗꯅ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯍꯥꯏꯇꯕ ꯂꯩꯔꯤ ꯑꯣ,calm
ꯑꯩ ꯋꯥꯔꯦꯞꯄꯅꯤ ꯍꯥꯏ,excited
ꯑꯩ ꯌꯥꯝꯅ ꯍꯥꯏꯔꯤ ꯑꯗꯨ,fear
ꯍꯧꯖꯤꯛ ꯑꯩ ꯑꯣꯏꯅ ꯄꯥꯝꯂꯤ,happy
ꯑꯩ ꯂꯩꯔꯤ ꯑꯗꯨ,calm
ꯃꯁꯤ ꯑꯗꯨ ꯑꯉꯥꯡꯕꯅꯤ ꯍꯥꯏ,surprise
ꯑꯩ ꯋꯥꯍꯩ ꯂꯩꯔꯤ,calm
ꯑꯩ ꯃꯃꯥꯡ ꯅꯨꯡꯉꯥꯏ,happy
